%Seed=495516
1	1.000000
2	1.000000
3	0.791003
4	1.000000
5	0.568082
6	0.700000
7	0.628826
8	0.568082
9	0.568082
10	0.568082
11	0.230077
12	0.106788
13	0.197393
14	0.135857
15	0.106788
16	0.000900
17	0.000900
18	0.000900
19	0.000900
20	0.000900
21	0.000900
22	0.000900
23	0.000900
24	0.000900
25	0.000900
26	0.000900
27	0.000900
28	0.000900
29	0.000900
30	0.000900
31	0.000900
32	0.000900
33	0.000900
34	0.000900
35	0.000900
36	0.000900
37	0.000900
38	0.000900
39	0.000900
40	0.000900
41	0.000900
42	0.000900
43	0.000900
44	0.000900
45	0.000900
46	0.000900
47	0.000900
48	0.000900
49	0.000900
50	0.000900
51	0.000900
52	0.000900
53	0.000900
54	0.000900
55	0.000900
56	0.000900
57	0.000900
58	0.000900
59	0.000900
60	0.000900
61	0.000900
62	0.000900
63	0.000900
64	0.000900
65	0.000900
66	0.000900
67	0.000900
68	0.000900
69	0.000900
70	0.000900
71	0.000900
72	0.000900
73	0.000900
74	0.000900
75	0.000900
76	0.000900
77	0.000900
78	0.000900
79	0.000900
80	0.000900
81	0.000900
82	0.000900
83	0.000900
84	0.000900
85	0.000900
86	0.000900
87	0.000900
88	0.000900
89	0.000900
90	0.000900
91	0.000900
92	0.000900
93	0.000900
94	0.000900
95	0.000900
96	0.000900
97	0.000900
98	0.000900
99	0.000900
